Question_No,Question,Topic_tags,Acceptance_rate,isPremium,Difficulty
315, Count of Smaller Numbers After Self,"['Array', 'Binary Search', '5+']",42.60%,FALSE,Hard
316, Remove Duplicate Letters,"['String', 'Stack', 'Greedy', '1+']",50.30%,FALSE,Medium
317, Shortest Distance from All Buildings,"['Array', 'Breadth-First Search', 'Matrix']",43.50%,TRUE,Hard
318, Maximum Product of Word Lengths,"['Array', 'String', 'Bit Manipulation']",60.30%,FALSE,Medium
319, Bulb Switcher,"['Math', 'Brainteaser']",53.30%,FALSE,Medium
320, Generalized Abbreviation,"['String', 'Backtracking', 'Bit Manipulation']",59.80%,TRUE,Medium
321, Create Maximum Number,"['Array', 'Two Pointers', 'Stack', '2+']",31.10%,FALSE,Hard
322, Coin Change,"['Array', 'Dynamic Programming', '1+']",45.10%,FALSE,Medium
323, Number of Connected Components in an Undirected Graph,"['Depth-First Search', '3+']",63.40%,TRUE,Medium
324, Wiggle Sort II,"['Array', 'Divide and Conquer', '3+']",34.90%,FALSE,Medium
325, Maximum Size Subarray Sum Equals k,"['Array', 'Hash Table', 'Prefix Sum']",49.70%,TRUE,Medium
326, Power of Three,"['Math', 'Recursion']",47.20%,FALSE,Easy
327, Count of Range Sum,"['Array', 'Binary Search', '5+']",36.20%,FALSE,Hard
328, Odd Even Linked List,['Linked List'],61.70%,FALSE,Medium
329, Longest Increasing Path in a Matrix,"['Array', 'Dynamic Programming', '6+']",54.30%,FALSE,Hard
330, Patching Array,"['Array', 'Greedy']",53.20%,FALSE,Hard
331, Verify Preorder Serialization of a Binary Tree,"['String', 'Stack', 'Tree', '1+']",45.60%,FALSE,Medium
332, Reconstruct Itinerary,"['Depth-First Search', 'Graph', '1+']",43.30%,FALSE,Hard
333, Largest BST Subtree,"['Dynamic Programming', 'Tree', '3+']",44.70%,TRUE,Medium
334, Increasing Triplet Subsequence,"['Array', 'Greedy']",39.30%,FALSE,Medium
335, Self Crossing,"['Array', 'Math', 'Geometry']",31.10%,FALSE,Hard
336, Palindrome Pairs,"['Array', 'Hash Table', 'String', '1+']",35.70%,FALSE,Hard
337, House Robber III,"['Dynamic Programming', 'Tree', '2+']",54.50%,FALSE,Medium
338, Counting Bits,"['Dynamic Programming', 'Bit Manipulation']",79.00%,FALSE,Easy
339, Nested List Weight Sum,"['Depth-First Search', 'Breadth-First Search']",84.60%,TRUE,Medium
340, Longest Substring with At Most K Distinct Characters,"['Hash Table', 'String', 'Sliding Window']",49.10%,TRUE,Medium
341, Flatten Nested List Iterator,"['Stack', 'Tree', 'Depth-First Search', '3+']",64.90%,FALSE,Medium
342, Power of Four,"['Math', 'Bit Manipulation', 'Recursion']",48.60%,FALSE,Easy
343, Integer Break,"['Math', 'Dynamic Programming']",60.70%,FALSE,Medium
344, Reverse String,"['Two Pointers', 'String']",79.20%,FALSE,Easy
345, Reverse Vowels of a String,"['Two Pointers', 'String']",55.10%,FALSE,Easy
346, Moving Average from Data Stream,"['Array', 'Design', 'Queue', '1+']",79.00%,TRUE,Easy
347, Top K Frequent Elements,"['Array', 'Hash Table', '6+']",63.50%,FALSE,Medium
348, Design Tic-Tac-Toe,"['Array', 'Hash Table', 'Design', '2+']",58.20%,TRUE,Medium
349, Intersection of Two Arrays,"['Array', 'Hash Table', 'Two Pointers', '2+']",75.50%,FALSE,Easy
350, Intersection of Two Arrays II,"['Array', 'Hash Table', 'Two Pointers', '2+']",58.70%,FALSE,Easy
351, Android Unlock Patterns,"['Dynamic Programming', 'Backtracking', '2+']",53.00%,TRUE,Medium
352, Data Stream as Disjoint Intervals,"['Binary Search', 'Design', 'Ordered Set']",60.20%,FALSE,Hard
353, Design Snake Game,"['Array', 'Hash Table', 'Design', '2+']",38.90%,TRUE,Medium
354, Russian Doll Envelopes,"['Array', 'Binary Search', '2+']",37.10%,FALSE,Hard
355, Design Twitter,"['Hash Table', 'Linked List', 'Design', '1+']",40.90%,FALSE,Medium
356, Line Reflection,"['Array', 'Hash Table', 'Math']",35.80%,TRUE,Medium
357, Count Numbers with Unique Digits,"['Math', 'Dynamic Programming', '1+']",53.40%,FALSE,Medium
358, Rearrange String k Distance Apart,"['Hash Table', 'String', 'Greedy', '3+']",39.10%,TRUE,Hard
359, Logger Rate Limiter,"['Hash Table', 'Design', 'Data Stream']",76.20%,TRUE,Easy
360, Sort Transformed Array,"['Array', 'Math', 'Two Pointers', '1+']",56.20%,TRUE,Medium
361, Bomb Enemy,"['Array', 'Dynamic Programming', 'Matrix']",51.90%,TRUE,Medium
362, Design Hit Counter,"['Array', 'Binary Search', 'Design', '2+']",68.90%,TRUE,Medium
363, Max Sum of Rectangle No Larger Than K,"['Array', 'Binary Search', 'Matrix', '2+']",44.30%,FALSE,Hard
364, Nested List Weight Sum II,"['Stack', 'Depth-First Search', '1+']",64.50%,TRUE,Medium
365, Water and Jug Problem,"['Math', 'Depth-First Search', '1+']",41.90%,FALSE,Medium
366, Find Leaves of Binary Tree,"['Tree', 'Depth-First Search', 'Binary Tree']",80.80%,TRUE,Medium
367, Valid Perfect Square,"['Math', 'Binary Search']",43.90%,FALSE,Easy
368, Largest Divisible Subset,"['Array', 'Math', '2+']",45.70%,FALSE,Medium
369, Plus One Linked List,"['Linked List', 'Math']",61.10%,TRUE,Medium
370, Range Addition,"['Array', 'Prefix Sum']",71.90%,TRUE,Medium
371, Sum of Two Integers,"['Math', 'Bit Manipulation']",52.70%,FALSE,Medium
372, Super Pow,"['Math', 'Divide and Conquer']",35.10%,FALSE,Medium
373, Find K Pairs with Smallest Sums,"['Array', 'Heap (Priority Queue)']",40.20%,FALSE,Medium
374, Guess Number Higher or Lower,"['Binary Search', 'Interactive']",54.40%,FALSE,Easy
375, Guess Number Higher or Lower II,"['Math', 'Dynamic Programming', '1+']",50.10%,FALSE,Medium
376, Wiggle Subsequence,"['Array', 'Dynamic Programming', 'Greedy']",48.60%,FALSE,Medium
377, Combination Sum IV,"['Array', 'Dynamic Programming']",54.40%,FALSE,Medium
378, Kth Smallest Element in a Sorted Matrix,"['Array', 'Binary Search', 'Sorting', '2+']",62.90%,FALSE,Medium
379, Design Phone Directory,"['Array', 'Hash Table', 'Linked List', '2+']",52.00%,TRUE,Medium
380, Insert Delete GetRandom O(1),"['Array', 'Hash Table', 'Math', '2+']",54.70%,FALSE,Medium
381, Insert Delete GetRandom O(1) - Duplicates allowed,"['Array', 'Hash Table', 'Math', '2+']",35.60%,FALSE,Hard
382, Linked List Random Node,"['Linked List', 'Math', '2+']",63.50%,FALSE,Medium
383, Ransom Note,"['Hash Table', 'String', 'Counting']",63.00%,FALSE,Easy
384, Shuffle an Array,"['Array', 'Math', 'Randomized']",58.60%,FALSE,Medium
385, Mini Parser,"['String', 'Stack', 'Depth-First Search']",39.00%,FALSE,Medium
386, Lexicographical Numbers,"['Depth-First Search', 'Trie']",72.70%,FALSE,Medium
387, First Unique Character in a String,"['Hash Table', 'String', 'Queue', '1+']",62.70%,FALSE,Easy
388, Longest Absolute File Path,"['String', 'Stack', 'Depth-First Search']",47.90%,FALSE,Medium
389, Find the Difference,"['Hash Table', 'String', '2+']",59.50%,FALSE,Easy
390, Elimination Game,"['Math', 'Recursion']",45.70%,FALSE,Medium
391, Perfect Rectangle,"['Array', 'Line Sweep']",34.20%,FALSE,Hard
392, Is Subsequence,"['Two Pointers', 'String', '1+']",48.10%,FALSE,Easy
393, UTF-8 Validation,"['Array', 'Bit Manipulation']",45.30%,FALSE,Medium
394, Decode String,"['String', 'Stack', 'Recursion']",60.10%,FALSE,Medium
395, Longest Substring with At Least K Repeating Characters,"['Hash Table', 'String', '2+']",45.10%,FALSE,Medium
396, Rotate Function,"['Array', 'Math', 'Dynamic Programming']",43.10%,FALSE,Medium
397, Integer Replacement,"['Dynamic Programming', 'Greedy', '2+']",36.10%,FALSE,Medium
398, Random Pick Index,"['Hash Table', 'Math', '2+']",63.90%,FALSE,Medium
399, Evaluate Division,"['Array', 'String', 'Depth-First Search', '4+']",62.30%,FALSE,Medium
400, Nth Digit,"['Math', 'Binary Search']",35.20%,FALSE,Medium
401, Binary Watch,"['Backtracking', 'Bit Manipulation']",55.40%,FALSE,Easy
402, Remove K Digits,"['String', 'Stack', 'Greedy', '1+']",34.00%,FALSE,Medium
403, Frog Jump,"['Array', 'Dynamic Programming']",46.30%,FALSE,Hard
404, Sum of Left Leaves,"['Tree', 'Depth-First Search', '2+']",61.10%,FALSE,Easy
405, Convert a Number to Hexadecimal,"['Math', 'Bit Manipulation']",49.50%,FALSE,Easy
406, Queue Reconstruction by Height,"['Array', 'Binary Indexed Tree', '2+']",73.80%,FALSE,Medium
407, Trapping Rain Water II,"['Array', 'Breadth-First Search', '2+']",48.50%,FALSE,Hard
408, Valid Word Abbreviation,"['Two Pointers', 'String']",36.30%,TRUE,Easy
409, Longest Palindrome,"['Hash Table', 'String', 'Greedy']",55.40%,FALSE,Easy
410, Split Array Largest Sum,"['Array', 'Binary Search', '3+']",56.70%,FALSE,Hard
411, Minimum Unique Word Abbreviation,"['Array', 'String', 'Backtracking', '1+']",39.90%,TRUE,Hard
412, Fizz Buzz,"['Math', 'String', 'Simulation']",73.20%,FALSE,Easy
413, Arithmetic Slices,"['Array', 'Dynamic Programming', '1+']",65.00%,FALSE,Medium
414, Third Maximum Number,"['Array', 'Sorting']",35.90%,FALSE,Easy
415, Add Strings,"['Math', 'String', 'Simulation']",51.60%,FALSE,Easy
416, Partition Equal Subset Sum,"['Array', 'Dynamic Programming']",46.90%,FALSE,Medium
417, Pacific Atlantic Water Flow,"['Array', 'Depth-First Search', '2+']",56.20%,FALSE,Medium
418, Sentence Screen Fitting,"['Array', 'String', 'Dynamic Programming']",36.30%,TRUE,Medium
419, Battleships in a Board,"['Array', 'Depth-First Search', 'Matrix']",75.90%,TRUE,Medium
420, Strong Password Checker,"['String', 'Greedy', 'Heap (Priority Queue)']",14.10%,FALSE,Hard
421, Maximum XOR of Two Numbers in an Array,"['Array', 'Hash Table', '2+']",53.30%,FALSE,Medium
422, Valid Word Square,"['Array', 'Matrix']",41.50%,TRUE,Easy
423, Reconstruct Original Digits from English,"['Hash Table', 'Math', 'String']",51.30%,FALSE,Medium
424, Longest Repeating Character Replacement,"['Hash Table', 'String', 'Sliding Window']",55.60%,FALSE,Medium
425, Word Squares,"['Array', 'String', 'Backtracking', '1+']",53.60%,TRUE,Hard
426, Convert Binary Search Tree to Sorted Doubly Linked List,"['Linked List', 'Stack', 'Tree', '4+']",65.10%,TRUE,Medium
427, Construct Quad Tree,"['Array', 'Divide and Conquer', 'Tree', '1+']",76.20%,FALSE,Medium
428, Serialize and Deserialize N-ary Tree,"['String', 'Tree', 'Depth-First Search', '1+']",67.70%,TRUE,Hard
429, N-ary Tree Level Order Traversal,"['Tree', 'Breadth-First Search']",71.00%,FALSE,Medium
430, Flatten a Multilevel Doubly Linked List,"['Linked List', 'Depth-First Search', '1+']",60.60%,FALSE,Medium
431, Encode N-ary Tree to Binary Tree,"['Tree', 'Depth-First Search', '3+']",79.80%,TRUE,Hard
432, All O`one Data Structure,"['Hash Table', 'Linked List', 'Design', '1+']",45.20%,FALSE,Hard
433, Minimum Genetic Mutation,"['Hash Table', 'String', 'Breadth-First Search']",54.60%,FALSE,Medium
434, Number of Segments in a String,['String'],36.30%,FALSE,Easy
435, Non-overlapping Intervals,"['Array', 'Dynamic Programming', '2+']",54.30%,FALSE,Medium
436, Find Right Interval,"['Array', 'Binary Search', 'Sorting']",52.90%,FALSE,Medium
437, Path Sum III,"['Tree', 'Depth-First Search', 'Binary Tree']",46.10%,FALSE,Medium
438, Find All Anagrams in a String,"['Hash Table', 'String', 'Sliding Window']",51.40%,FALSE,Medium
439, Ternary Expression Parser,"['String', 'Stack', 'Recursion']",61.40%,TRUE,Medium
440, K-th Smallest in Lexicographical Order,['Trie'],42.00%,FALSE,Hard
441, Arranging Coins,"['Math', 'Binary Search']",46.90%,FALSE,Easy
442, Find All Duplicates in an Array,"['Array', 'Hash Table']",76.00%,FALSE,Medium
443, String Compression,"['Two Pointers', 'String']",56.10%,FALSE,Medium
444, Sequence Reconstruction,"['Array', 'Graph', 'Topological Sort']",28.70%,TRUE,Medium
445, Add Two Numbers II,"['Linked List', 'Math', 'Stack']",61.50%,FALSE,Medium
446, Arithmetic Slices II - Subsequence,"['Array', 'Dynamic Programming']",54.60%,FALSE,Hard
447, Number of Boomerangs,"['Array', 'Hash Table', 'Math']",55.90%,FALSE,Medium
448, Find All Numbers Disappeared in an Array,"['Array', 'Hash Table']",61.50%,FALSE,Easy
449, Serialize and Deserialize BST,"['String', 'Tree', 'Depth-First Search', '4+']",58.00%,FALSE,Medium
450, Delete Node in a BST,"['Tree', 'Binary Search Tree', 'Binary Tree']",52.20%,FALSE,Medium
451, Sort Characters By Frequency,"['Hash Table', 'String', 'Sorting', '3+']",73.20%,FALSE,Medium
452, Minimum Number of Arrows to Burst Balloons,"['Array', 'Greedy', 'Sorting']",59.50%,FALSE,Medium
453, Minimum Moves to Equal Array Elements,"['Array', 'Math']",57.20%,FALSE,Medium
454, 4Sum II,"['Array', 'Hash Table']",57.40%,FALSE,Medium
455, Assign Cookies,"['Array', 'Two Pointers', 'Greedy', '1+']",53.20%,FALSE,Easy
456, 132 Pattern,"['Array', 'Binary Search', 'Stack', '2+']",33.80%,FALSE,Medium
457, Circular Array Loop,"['Array', 'Hash Table', 'Two Pointers']",34.70%,FALSE,Medium
458, Poor Pigs,"['Math', 'Dynamic Programming', '1+']",59.50%,FALSE,Hard
459, Repeated Substring Pattern,"['String', 'String Matching']",46.40%,FALSE,Easy
460, LFU Cache,"['Hash Table', 'Linked List', 'Design', '1+']",45.10%,FALSE,Hard
461, Hamming Distance,['Bit Manipulation'],75.70%,FALSE,Easy
462, Minimum Moves to Equal Array Elements II,"['Array', 'Math', 'Sorting']",60.40%,FALSE,Medium
463, Island Perimeter,"['Array', 'Depth-First Search', '2+']",73.20%,FALSE,Easy
464, Can I Win,"['Math', 'Dynamic Programming', '4+']",29.90%,FALSE,Medium
465, Optimal Account Balancing,"['Array', 'Dynamic Programming', '3+']",49.70%,TRUE,Hard
466, Count The Repetitions,"['String', 'Dynamic Programming']",30.80%,FALSE,Hard
467, Unique Substrings in Wraparound String,"['String', 'Dynamic Programming']",40.40%,FALSE,Medium
468, Validate IP Address,['String'],27.50%,FALSE,Medium
469, Convex Polygon,"['Array', 'Math', 'Geometry']",39.70%,TRUE,Medium
470, Implement Rand10() Using Rand7(),"['Math', 'Rejection Sampling', '2+']",45.90%,FALSE,Medium
471, Encode String with Shortest Length,"['String', 'Dynamic Programming']",50.50%,TRUE,Hard
472, Concatenated Words,"['Array', 'String', '3+']",49.30%,FALSE,Hard
473, Matchsticks to Square,"['Array', 'Dynamic Programming', '3+']",40.50%,FALSE,Medium
474, Ones and Zeroes,"['Array', 'String', 'Dynamic Programming']",48.10%,FALSE,Medium
475, Heaters,"['Array', 'Two Pointers', 'Binary Search', '1+']",38.80%,FALSE,Medium
476, Number Complement,['Bit Manipulation'],70.30%,FALSE,Easy
477, Total Hamming Distance,"['Array', 'Math', 'Bit Manipulation']",53.20%,FALSE,Medium
478, Generate Random Point in a Circle,"['Math', 'Geometry', '2+']",40.20%,FALSE,Medium
479, Largest Palindrome Product,"['Math', 'Enumeration']",34.00%,FALSE,Hard
480, Sliding Window Median,"['Array', 'Hash Table', 'Sliding Window', '1+']",38.80%,FALSE,Hard
481, Magical String,"['Two Pointers', 'String']",51.80%,FALSE,Medium
482, License Key Formatting,['String'],44.20%,FALSE,Easy
483, Smallest Good Base,"['Math', 'Binary Search']",42.00%,FALSE,Hard
484, Find Permutation,"['Array', 'String', 'Stack', '1+']",67.00%,TRUE,Medium
485, Max Consecutive Ones,['Array'],60.90%,FALSE,Easy
486, Predict the Winner,"['Array', 'Math', '3+']",55.50%,FALSE,Medium
487, Max Consecutive Ones II,"['Array', 'Dynamic Programming', '1+']",50.70%,TRUE,Medium
488, Zuma Game,"['String', 'Dynamic Programming', '3+']",32.20%,FALSE,Hard
489, Robot Room Cleaner,"['Backtracking', 'Interactive']",76.90%,TRUE,Hard
490, The Maze,"['Array', 'Depth-First Search', '2+']",58.60%,TRUE,Medium
491, Non-decreasing Subsequences,"['Array', 'Hash Table', 'Backtracking', '1+']",61.20%,FALSE,Medium
492, Construct the Rectangle,['Math'],59.00%,FALSE,Easy
493, Reverse Pairs,"['Array', 'Binary Search', '5+']",31.30%,FALSE,Hard
494, Target Sum,"['Array', 'Dynamic Programming', '1+']",47.70%,FALSE,Medium
495, Teemo Attacking,"['Array', 'Simulation']",56.80%,FALSE,Easy
496, Next Greater Element I,"['Array', 'Hash Table', 'Stack', '1+']",73.30%,FALSE,Easy
497, Random Point in Non-overlapping Rectangles,"['Array', 'Math', 'Binary Search', '4+']",40.30%,FALSE,Medium
498, Diagonal Traverse,"['Array', 'Matrix', 'Simulation']",61.40%,FALSE,Medium
499, The Maze III,"['Array', 'String', 'Depth-First Search', '5+']",49.60%,TRUE,Hard
500, Keyboard Row,"['Array', 'Hash Table', 'String']",71.50%,FALSE,Easy
501, Find Mode in Binary Search Tree,"['Tree', 'Depth-First Search', '2+']",56.70%,FALSE,Easy
502, IPO,"['Array', 'Greedy', 'Sorting', '1+']",53.00%,FALSE,Hard
503, Next Greater Element II,"['Array', 'Stack', 'Monotonic Stack']",64.90%,FALSE,Medium
504, Base 7,['Math'],50.90%,FALSE,Easy
505, The Maze II,"['Array', 'Depth-First Search', '5+']",53.70%,TRUE,Medium
506, Relative Ranks,"['Array', 'Sorting', 'Heap (Priority Queue)']",72.40%,FALSE,Easy
507, Perfect Number,['Math'],42.60%,FALSE,Easy
508, Most Frequent Subtree Sum,"['Hash Table', 'Tree', '2+']",67.20%,FALSE,Medium
509, Fibonacci Number,"['Math', 'Dynamic Programming', '2+']",72.00%,FALSE,Easy
510, Inorder Successor in BST II,"['Tree', 'Binary Search Tree', 'Binary Tree']",60.90%,TRUE,Medium
511, Game Play Analysis I,['Database'],75.10%,FALSE,Easy
512, Game Play Analysis II,['Database'],53.30%,TRUE,Easy
513, Find Bottom Left Tree Value,"['Tree', 'Depth-First Search', '2+']",71.40%,FALSE,Medium
514, Freedom Trail,"['String', 'Dynamic Programming', '2+']",59.00%,FALSE,Hard
515, Find Largest Value in Each Tree Row,"['Tree', 'Depth-First Search', '2+']",65.70%,FALSE,Medium
516, Longest Palindromic Subsequence,"['String', 'Dynamic Programming']",63.30%,FALSE,Medium
517, Super Washing Machines,"['Array', 'Greedy']",41.70%,FALSE,Hard
518, Coin Change II,"['Array', 'Dynamic Programming']",64.20%,FALSE,Medium
519, Random Flip Matrix,"['Hash Table', 'Math', '2+']",42.60%,FALSE,Medium
520, Detect Capital,['String'],56.30%,FALSE,Easy
521, Longest Uncommon Subsequence I,['String'],61.00%,FALSE,Easy
522, Longest Uncommon Subsequence II,"['Array', 'Hash Table', 'Two Pointers', '2+']",42.20%,FALSE,Medium
523, Continuous Subarray Sum,"['Array', 'Hash Table', 'Math', '1+']",30.50%,FALSE,Medium
524, Longest Word in Dictionary through Deleting,"['Array', 'Two Pointers', 'String', '1+']",51.40%,FALSE,Medium
525, Contiguous Array,"['Array', 'Hash Table', 'Prefix Sum']",48.90%,FALSE,Medium
526, Beautiful Arrangement,"['Array', 'Dynamic Programming', '3+']",64.30%,FALSE,Medium
527, Word Abbreviation,"['Array', 'String', 'Greedy', '2+']",61.30%,TRUE,Hard
528, Random Pick with Weight,"['Array', 'Math', 'Binary Search', '2+']",47.50%,FALSE,Medium
529, Minesweeper,"['Array', 'Depth-First Search', '2+']",67.20%,FALSE,Medium
530, Minimum Absolute Difference in BST,"['Tree', 'Depth-First Search', '3+']",58.60%,FALSE,Easy
531, Lonely Pixel I,"['Array', 'Hash Table', 'Matrix']",62.30%,TRUE,Medium
532, K-diff Pairs in an Array,"['Array', 'Hash Table', 'Two Pointers', '2+']",43.70%,FALSE,Medium
533, Lonely Pixel II,"['Array', 'Hash Table', 'Matrix']",48.60%,TRUE,Medium
534, Game Play Analysis III,['Database'],81.00%,TRUE,Medium
535, Encode and Decode TinyURL,"['Hash Table', 'String', 'Design', '1+']",86.50%,FALSE,Medium
536, Construct Binary Tree from String,"['String', 'Stack', 'Tree', '2+']",57.40%,TRUE,Medium
537, Complex Number Multiplication,"['Math', 'String', 'Simulation']",72.10%,FALSE,Medium
538, Convert BST to Greater Tree,"['Tree', 'Depth-First Search', '2+']",69.90%,FALSE,Medium
539, Minimum Time Difference,"['Array', 'Math', 'String', '1+']",62.10%,FALSE,Medium
540, Single Element in a Sorted Array,"['Array', 'Binary Search']",59.30%,FALSE,Medium
541, Reverse String II,"['Two Pointers', 'String']",51.30%,FALSE,Easy
542, 01 Matrix,"['Array', 'Dynamic Programming', '2+']",49.80%,FALSE,Medium
543, Diameter of Binary Tree,"['Tree', 'Depth-First Search', 'Binary Tree']",61.80%,FALSE,Easy
544, Output Contest Matches,"['String', 'Recursion', 'Simulation']",77.20%,TRUE,Medium
545, Boundary of Binary Tree,"['Tree', 'Depth-First Search', 'Binary Tree']",46.00%,TRUE,Medium
546, Remove Boxes,"['Array', 'Dynamic Programming', '1+']",48.10%,FALSE,Hard
547, Number of Provinces,"['Depth-First Search', '3+']",67.40%,FALSE,Medium
548, Split Array with Equal Sum,"['Array', 'Hash Table', 'Prefix Sum']",50.10%,TRUE,Hard
549, Binary Tree Longest Consecutive Sequence II,"['Tree', 'Depth-First Search', 'Binary Tree']",49.50%,TRUE,Medium
